from_stop_id,to_stop_id,transfer_type,min_transfer_time
31021,31027,0,
31027,31021,0,
31021,31028,0,
31028,31021,0,
31021,31029,0,
31029,31021,0,
31021,31030,0,
31030,31021,0,
31021,31032,0,
31032,31021,0,
31021,31034,0,
31034,31021,0,
31021,31037,0,
31037,31021,0,
31021,31038,0,
31038,31021,0,
31021,31039,0,
31039,31021,0,
31021,31040,0,
31040,31021,0,
31021,31041,0,
31041,31021,0,
31021,31042,0,
31042,31021,0,
31021,31044,0,
31044,31021,0,
31021,31046,0,
31046,31021,0,
31021,31050,0,
31050,31021,0,
31021,31051,0,
31051,31021,0,
31021,31489,0,
31489,31021,0,
31021,47984,0,
47984,31021,0,
31021,89764,0,
89764,31021,0,
31021,89783,0,
89783,31021,0,
31021,90426,0,
90426,31021,0,
31021,90604,0,
90604,31021,0,
31022,31024,0,
31024,31022,0,
31022,31026,0,
31026,31022,0,
31022,31027,0,
31027,31022,0,
31022,31028,0,
31028,31022,0,
31022,31029,0,
31029,31022,0,
31022,31030,0,
31030,31022,0,
31022,31032,0,
31032,31022,0,
31022,31034,0,
31034,31022,0,
31022,31037,0,
31037,31022,0,
31022,31038,0,
31038,31022,0,
31022,31039,0,
31039,31022,0,
31022,31040,0,
31040,31022,0,
31022,31041,0,
31041,31022,0,
31022,31042,0,
31042,31022,0,
31022,31044,0,
31044,31022,0,
31022,31046,0,
31046,31022,0,
31022,31050,0,
31050,31022,0,
31022,31051,0,
31051,31022,0,
31022,31489,0,
31489,31022,0,
31022,47984,0,
47984,31022,0,
31022,89764,0,
89764,31022,0,
31022,89783,0,
89783,31022,0,
31022,90426,0,
90426,31022,0,
31022,90604,0,
90604,31022,0,
31024,31026,0,
31026,31024,0,
31024,31027,0,
31027,31024,0,
31024,31028,0,
31028,31024,0,
31024,31029,0,
31029,31024,0,
31024,31030,0,
31030,31024,0,
